time iter num.topics num.tables likelihood gamma alpha split merge trial
  862.00 00367 0010 142084 -4614210.01825 1.00000 1.00000 0 0 0
  864.00 00368 0010 142328 -4615427.02032 1.00000 1.00000 0 0 0
  867.00 00369 0010 142072 -4614267.07535 1.00000 1.00000 0 0 0
  869.00 00370 0010 141835 -4614378.61929 1.00000 1.00000 0 0 0
  871.00 00371 0010 141949 -4614540.79800 1.00000 1.00000 0 0 0
  873.00 00372 0009 141985 -4615885.31398 1.00000 1.00000 0 0 0
  875.00 00373 0009 141893 -4615197.51711 1.00000 1.00000 0 0 0
  877.00 00374 0009 141838 -4613884.46262 1.00000 1.00000 0 0 0
  879.00 00375 0009 142013 -4614734.44999 1.00000 1.00000 0 0 0
  881.00 00376 0011 142023 -4615002.94938 1.00000 1.00000 0 0 0
  883.00 00377 0011 141995 -4614040.66846 1.00000 1.00000 0 0 0
  886.00 00378 0010 141754 -4614802.33185 1.00000 1.00000 0 0 0
  888.00 00379 0013 141779 -4613207.16224 1.00000 1.00000 0 0 0
  891.00 00380 0012 141570 -4613333.05220 1.00000 1.00000 0 0 0
  893.00 00381 0014 142150 -4615177.25679 1.00000 1.00000 0 0 0
  896.00 00382 0013 142053 -4615156.08371 1.00000 1.00000 0 0 0
  898.00 00383 0011 141825 -4614618.37112 1.00000 1.00000 0 0 0
  901.00 00384 0012 141977 -4614550.65210 1.00000 1.00000 0 0 0
  903.00 00385 0012 142096 -4615154.67105 1.00000 1.00000 0 0 0
  906.00 00386 0011 141785 -4614156.26013 1.00000 1.00000 0 0 0
  908.00 00387 0011 141942 -4615463.02507 1.00000 1.00000 0 0 0
  911.00 00388 0010 141884 -4614863.85639 1.00000 1.00000 0 0 0
  913.00 00389 0010 142131 -4615898.21966 1.00000 1.00000 0 0 0
  915.00 00390 0010 142166 -4616062.14876 1.00000 1.00000 0 0 0
  917.00 00391 0010 142166 -4616787.39608 1.00000 1.00000 0 0 0
  919.00 00392 0010 142394 -4617051.57329 1.00000 1.00000 0 0 0
  921.00 00393 0010 142093 -4616191.81987 1.00000 1.00000 0 0 0
  923.00 00394 0010 142035 -4615559.62239 1.00000 1.00000 0 0 0
  926.00 00395 0011 142179 -4616057.84462 1.00000 1.00000 0 0 0
  928.00 00396 0011 142579 -4617754.61637 1.00000 1.00000 0 0 0
  930.00 00397 0011 141996 -4615679.05643 1.00000 1.00000 0 0 0
  932.00 00398 0013 141959 -4614730.24265 1.00000 1.00000 0 0 0
  935.00 00399 0014 142078 -4615746.09326 1.00000 1.00000 0 0 0
  937.00 00400 0013 142006 -4615210.72601 1.00000 1.00000 0 0 0
  940.00 00401 0013 142318 -4616667.68094 1.00000 1.00000 0 0 0
  943.00 00402 0013 142296 -4618357.43481 1.00000 1.00000 0 0 0
  945.00 00403 0013 142358 -4616801.26353 1.00000 1.00000 0 0 0
  948.00 00404 0013 142245 -4616467.25439 1.00000 1.00000 0 0 0
  950.00 00405 0011 141967 -4615348.02719 1.00000 1.00000 0 0 0
  953.00 00406 0012 141745 -4614538.37749 1.00000 1.00000 0 0 0
  955.00 00407 0013 142315 -4615430.29742 1.00000 1.00000 0 0 0
  958.00 00408 0014 142255 -4616335.62570 1.00000 1.00000 0 0 0
  960.00 00409 0014 142153 -4614690.79251 1.00000 1.00000 0 0 0
  963.00 00410 0016 141940 -4614768.84210 1.00000 1.00000 0 0 0
  966.00 00411 0015 141943 -4614687.01403 1.00000 1.00000 0 0 0
  969.00 00412 0012 141771 -4614743.52748 1.00000 1.00000 0 0 0
  971.00 00413 0012 142269 -4615478.01112 1.00000 1.00000 0 0 0
  974.00 00414 0013 142363 -4617070.14766 1.00000 1.00000 0 0 0
  976.00 00415 0011 142359 -4617682.22280 1.00000 1.00000 0 0 0
  979.00 00416 0010 141683 -4614938.15241 1.00000 1.00000 0 0 0
  981.00 00417 0011 141906 -4614798.79594 1.00000 1.00000 0 0 0
  983.00 00418 0011 141832 -4614329.61166 1.00000 1.00000 0 0 0
  985.00 00419 0013 141830 -4612720.63066 1.00000 1.00000 0 0 0
  988.00 00420 0013 142071 -4614283.37507 1.00000 1.00000 0 0 0
  991.00 00421 0013 142040 -4614185.64000 1.00000 1.00000 0 0 0
  993.00 00422 0012 141849 -4611302.56681 1.00000 1.00000 0 0 0
  996.00 00423 0010 141835 -4611328.52309 1.00000 1.00000 0 0 0
  998.00 00424 0010 141240 -4609603.90953 1.00000 1.00000 0 0 0
 1000.00 00425 0010 141810 -4611703.08656 1.00000 1.00000 0 0 0
 1002.00 00426 0010 142061 -4613341.42053 1.00000 1.00000 0 0 0
 1004.00 00427 0011 141925 -4613031.54093 1.00000 1.00000 0 0 0
 1007.00 00428 0010 141600 -4612311.17474 1.00000 1.00000 0 0 0
 1009.00 00429 0010 142014 -4612588.97100 1.00000 1.00000 0 0 0
 1011.00 00430 0010 142092 -4612697.13323 1.00000 1.00000 0 0 0
 1013.00 00431 0011 142068 -4613408.33423 1.00000 1.00000 0 0 0
 1015.00 00432 0011 141768 -4611927.02010 1.00000 1.00000 0 0 0
 1018.00 00433 0012 141490 -4611007.29408 1.00000 1.00000 0 0 0
 1020.00 00434 0014 141242 -4609669.94389 1.00000 1.00000 0 0 0
 1023.00 00435 0013 141311 -4610267.52786 1.00000 1.00000 0 0 0
 1025.00 00436 0015 141462 -4610562.46038 1.00000 1.00000 0 0 0
 1028.00 00437 0014 141765 -4611443.84817 1.00000 1.00000 0 0 0
 1031.00 00438 0014 142003 -4611888.38402 1.00000 1.00000 0 0 0
 1034.00 00439 0015 141706 -4612339.46040 1.00000 1.00000 0 0 0
 1036.00 00440 0014 141539 -4611102.09040 1.00000 1.00000 0 0 0
 1039.00 00441 0014 141965 -4612570.17161 1.00000 1.00000 0 0 0
 1042.00 00442 0012 141937 -4612415.57194 1.00000 1.00000 0 0 0
 1044.00 00443 0012 141881 -4613689.54492 1.00000 1.00000 0 0 0
 1047.00 00444 0011 142213 -4614495.22408 1.00000 1.00000 0 0 0
 1049.00 00445 0012 141819 -4613775.28814 1.00000 1.00000 0 0 0
 1052.00 00446 0011 141832 -4614100.61876 1.00000 1.00000 0 0 0
 1054.00 00447 0013 141870 -4613739.39282 1.00000 1.00000 0 0 0
 1056.00 00448 0013 141792 -4612531.66235 1.00000 1.00000 0 0 0
 1059.00 00449 0014 142184 -4614128.24643 1.00000 1.00000 0 0 0
 1062.00 00450 0015 141794 -4613114.80637 1.00000 1.00000 0 0 0
 1064.00 00451 0016 141282 -4609336.78075 1.00000 1.00000 0 0 0
 1067.00 00452 0014 141325 -4610046.64555 1.00000 1.00000 0 0 0
 1070.00 00453 0014 141414 -4610470.07851 1.00000 1.00000 0 0 0
 1073.00 00454 0013 141423 -4611192.41521 1.00000 1.00000 0 0 0
 1076.00 00455 0016 141848 -4612154.85848 1.00000 1.00000 0 0 0
 1078.00 00456 0015 141561 -4613175.20565 1.00000 1.00000 0 0 0
 1082.00 00457 0015 141349 -4611624.83821 1.00000 1.00000 0 0 0
 1084.00 00458 0013 141275 -4610766.72051 1.00000 1.00000 0 0 0
 1087.00 00459 0013 141359 -4610720.00822 1.00000 1.00000 0 0 0
 1089.00 00460 0011 141665 -4611095.71909 1.00000 1.00000 0 0 0
 1092.00 00461 0011 141727 -4612333.95099 1.00000 1.00000 0 0 0
 1094.00 00462 0011 141554 -4611019.92153 1.00000 1.00000 0 0 0
 1096.00 00463 0011 141689 -4611308.95497 1.00000 1.00000 0 0 0
 1098.00 00464 0012 141488 -4609797.81804 1.00000 1.00000 0 0 0
 1101.00 00465 0015 141506 -4609824.28077 1.00000 1.00000 0 0 0
 1104.00 00466 0017 141818 -4610722.94401 1.00000 1.00000 0 0 0
 1107.00 00467 0012 141611 -4610298.38126 1.00000 1.00000 0 0 0
 1109.00 00468 0014 141555 -4611035.64160 1.00000 1.00000 0 0 0
 1112.00 00469 0012 141220 -4610353.76801 1.00000 1.00000 0 0 0
 1114.00 00470 0011 141179 -4610576.94690 1.00000 1.00000 0 0 0
 1117.00 00471 0013 141385 -4611662.31528 1.00000 1.00000 0 0 0
 1119.00 00472 0013 141644 -4610579.48164 1.00000 1.00000 0 0 0
 1122.00 00473 0010 141516 -4610223.71775 1.00000 1.00000 0 0 0
 1124.00 00474 0010 141213 -4609244.05957 1.00000 1.00000 0 0 0
 1126.00 00475 0013 141180 -4609101.47708 1.00000 1.00000 0 0 0
 1129.00 00476 0011 141660 -4609828.62959 1.00000 1.00000 0 0 0
 1131.00 00477 0012 141595 -4609754.90176 1.00000 1.00000 0 0 0
 1134.00 00478 0012 141473 -4610591.87193 1.00000 1.00000 0 0 0
 1136.00 00479 0010 141524 -4610225.96436 1.00000 1.00000 0 0 0
 1138.00 00480 0011 141434 -4610358.53309 1.00000 1.00000 0 0 0
 1141.00 00481 0010 141397 -4611156.25527 1.00000 1.00000 0 0 0
 1143.00 00482 0011 141161 -4610086.15933 1.00000 1.00000 0 0 0
 1145.00 00483 0012 141359 -4611485.85579 1.00000 1.00000 0 0 0
 1147.00 00484 0011 141469 -4611896.51693 1.00000 1.00000 0 0 0
 1150.00 00485 0010 141523 -4611846.51701 1.00000 1.00000 0 0 0
 1152.00 00486 0011 141627 -4611843.30369 1.00000 1.00000 0 0 0
 1154.00 00487 0012 141521 -4610626.45542 1.00000 1.00000 0 0 0
 1156.00 00488 0011 141618 -4610820.27581 1.00000 1.00000 0 0 0
 1159.00 00489 0012 141996 -4611813.91283 1.00000 1.00000 0 0 0
 1161.00 00490 0010 141517 -4609470.42759 1.00000 1.00000 0 0 0
 1163.00 00491 0010 141562 -4610729.63938 1.00000 1.00000 0 0 0
 1165.00 00492 0011 141190 -4609459.52597 1.00000 1.00000 0 0 0
 1168.00 00493 0010 141339 -4609617.97588 1.00000 1.00000 0 0 0
 1170.00 00494 0013 141495 -4609490.71621 1.00000 1.00000 0 0 0
 1172.00 00495 0012 141587 -4610507.44342 1.00000 1.00000 0 0 0
 1175.00 00496 0011 141092 -4608401.03909 1.00000 1.00000 0 0 0
 1177.00 00497 0010 141381 -4608274.61854 1.00000 1.00000 0 0 0
 1180.00 00498 0011 141778 -4610710.58695 1.00000 1.00000 0 0 0
 1182.00 00499 0012 141844 -4610219.91120 1.00000 1.00000 0 0 0
 1185.00 00500 0011 141680 -4609842.21847 1.00000 1.00000 0 0 0
 1187.00 00501 0012 141391 -4609513.26205 1.00000 1.00000 0 0 0
 1189.00 00502 0013 141650 -4610713.20136 1.00000 1.00000 0 0 0
 1192.00 00503 0010 141584 -4611532.11125 1.00000 1.00000 0 0 0
 1194.00 00504 0011 141571 -4610144.39318 1.00000 1.00000 0 0 0
 1196.00 00505 0011 141867 -4612200.98452 1.00000 1.00000 0 0 0
 1199.00 00506 0012 141626 -4612269.51671 1.00000 1.00000 0 0 0
 1201.00 00507 0013 141313 -4609862.35028 1.00000 1.00000 0 0 0
 1203.00 00508 0014 141584 -4611843.81778 1.00000 1.00000 0 0 0
 1206.00 00509 0014 141583 -4611898.67661 1.00000 1.00000 0 0 0
 1209.00 00510 0012 141576 -4611312.81616 1.00000 1.00000 0 0 0
 1211.00 00511 0011 141286 -4609103.60481 1.00000 1.00000 0 0 0
 1214.00 00512 0011 141539 -4609419.35111 1.00000 1.00000 0 0 0
 1216.00 00513 0011 141749 -4609940.61667 1.00000 1.00000 0 0 0
 1218.00 00514 0012 141687 -4609266.74688 1.00000 1.00000 0 0 0
 1221.00 00515 0013 141411 -4609255.21137 1.00000 1.00000 0 0 0
 1223.00 00516 0011 141384 -4609124.86107 1.00000 1.00000 0 0 0
 1226.00 00517 0012 141412 -4610490.87361 1.00000 1.00000 0 0 0
 1228.00 00518 0014 141281 -4610463.72442 1.00000 1.00000 0 0 0
 1231.00 00519 0012 141338 -4610168.29845 1.00000 1.00000 0 0 0
 1233.00 00520 0011 141321 -4609633.78879 1.00000 1.00000 0 0 0
 1235.00 00521 0011 141355 -4609910.24718 1.00000 1.00000 0 0 0
 1238.00 00522 0010 141462 -4611141.66746 1.00000 1.00000 0 0 0
 1240.00 00523 0012 141304 -4610320.15991 1.00000 1.00000 0 0 0
 1242.00 00524 0014 141321 -4610801.84400 1.00000 1.00000 0 0 0
 1245.00 00525 0011 141301 -4611006.87422 1.00000 1.00000 0 0 0
 1247.00 00526 0012 141439 -4612203.78227 1.00000 1.00000 0 0 0
 1250.00 00527 0013 141417 -4611970.22387 1.00000 1.00000 0 0 0
 1252.00 00528 0014 141503 -4611048.89380 1.00000 1.00000 0 0 0
 1255.00 00529 0011 141355 -4610102.61490 1.00000 1.00000 0 0 0
 1257.00 00530 0013 141328 -4608878.87855 1.00000 1.00000 0 0 0
 1260.00 00531 0012 141279 -4607631.31998 1.00000 1.00000 0 0 0
 1263.00 00532 0013 141247 -4609477.40429 1.00000 1.00000 0 0 0
 1265.00 00533 0012 141234 -4608808.94496 1.00000 1.00000 0 0 0
 1267.00 00534 0011 141636 -4610441.46088 1.00000 1.00000 0 0 0
 1270.00 00535 0012 142106 -4611705.44855 1.00000 1.00000 0 0 0
 1272.00 00536 0011 141442 -4609909.63662 1.00000 1.00000 0 0 0
 1275.00 00537 0011 141743 -4610989.22425 1.00000 1.00000 0 0 0
 1277.00 00538 0011 141718 -4611928.89642 1.00000 1.00000 0 0 0
 1279.00 00539 0013 141458 -4610895.06593 1.00000 1.00000 0 0 0
 1282.00 00540 0013 141769 -4610764.18546 1.00000 1.00000 0 0 0
 1284.00 00541 0012 141523 -4609819.03657 1.00000 1.00000 0 0 0
 1287.00 00542 0012 141177 -4607968.82606 1.00000 1.00000 0 0 0
 1289.00 00543 0012 140895 -4606924.55451 1.00000 1.00000 0 0 0
 1292.00 00544 0013 140710 -4606644.11740 1.00000 1.00000 0 0 0
 1294.00 00545 0012 140652 -4607106.02263 1.00000 1.00000 0 0 0
 1297.00 00546 0011 141136 -4609370.23552 1.00000 1.00000 0 0 0
 1299.00 00547 0012 141515 -4611780.56195 1.00000 1.00000 0 0 0
 1301.00 00548 0014 141422 -4610384.84099 1.00000 1.00000 0 0 0
 1304.00 00549 0014 141231 -4611019.79546 1.00000 1.00000 0 0 0
 1307.00 00550 0014 141463 -4612528.75283 1.00000 1.00000 0 0 0
 1309.00 00551 0012 141634 -4611679.44124 1.00000 1.00000 0 0 0
 1312.00 00552 0011 141604 -4611513.86968 1.00000 1.00000 0 0 0
 1314.00 00553 0013 141498 -4610539.29786 1.00000 1.00000 0 0 0
 1317.00 00554 0012 141562 -4610519.20711 1.00000 1.00000 0 0 0
 1319.00 00555 0014 140975 -4608239.90741 1.00000 1.00000 0 0 0
 1321.00 00556 0013 141670 -4609938.10077 1.00000 1.00000 0 0 0
 1324.00 00557 0013 141503 -4607153.12789 1.00000 1.00000 0 0 0
 1327.00 00558 0013 141524 -4608137.69048 1.00000 1.00000 0 0 0
 1329.00 00559 0016 141772 -4611124.31633 1.00000 1.00000 0 0 0
 1332.00 00560 0013 141461 -4607779.91474 1.00000 1.00000 0 0 0
 1335.00 00561 0013 141383 -4609105.95429 1.00000 1.00000 0 0 0
 1338.00 00562 0014 141069 -4607971.53469 1.00000 1.00000 0 0 0
 1340.00 00563 0013 141198 -4607149.13828 1.00000 1.00000 0 0 0
 1343.00 00564 0014 141163 -4606443.42769 1.00000 1.00000 0 0 0
 1346.00 00565 0013 140880 -4605297.58093 1.00000 1.00000 0 0 0
 1349.00 00566 0013 141309 -4607199.45041 1.00000 1.00000 0 0 0
 1351.00 00567 0012 140863 -4605304.23085 1.00000 1.00000 0 0 0
 1353.00 00568 0011 141161 -4606863.56879 1.00000 1.00000 0 0 0
 1356.00 00569 0012 141042 -4604618.50358 1.00000 1.00000 0 0 0
 1358.00 00570 0012 140994 -4605698.00004 1.00000 1.00000 0 0 0
 1361.00 00571 0012 141311 -4606365.77076 1.00000 1.00000 0 0 0
 1363.00 00572 0013 141221 -4604722.04214 1.00000 1.00000 0 0 0
 1366.00 00573 0014 141086 -4604411.24656 1.00000 1.00000 0 0 0
 1369.00 00574 0013 141097 -4604857.97694 1.00000 1.00000 0 0 0
 1371.00 00575 0014 141407 -4605437.85588 1.00000 1.00000 0 0 0
 1374.00 00576 0013 141393 -4606231.00310 1.00000 1.00000 0 0 0
 1377.00 00577 0014 141142 -4604493.11734 1.00000 1.00000 0 0 0
 1379.00 00578 0011 141375 -4604846.93819 1.00000 1.00000 0 0 0
 1382.00 00579 0012 140895 -4604294.29812 1.00000 1.00000 0 0 0
 1384.00 00580 0011 140997 -4604552.29610 1.00000 1.00000 0 0 0
 1387.00 00581 0011 141077 -4604226.22178 1.00000 1.00000 0 0 0
 1389.00 00582 0011 141255 -4606305.24674 1.00000 1.00000 0 0 0
 1391.00 00583 0012 140819 -4604730.43703 1.00000 1.00000 0 0 0
 1394.00 00584 0013 141499 -4604921.81584 1.00000 1.00000 0 0 0
 1397.00 00585 0012 141427 -4604656.65267 1.00000 1.00000 0 0 0
 1399.00 00586 0011 141287 -4602894.78718 1.00000 1.00000 0 0 0
 1401.00 00587 0011 141366 -4603164.25701 1.00000 1.00000 0 0 0
 1404.00 00588 0012 141029 -4601923.69866 1.00000 1.00000 0 0 0
 1406.00 00589 0013 141214 -4600923.27502 1.00000 1.00000 0 0 0
 1409.00 00590 0014 140915 -4601348.06997 1.00000 1.00000 0 0 0
 1412.00 00591 0014 141126 -4602179.62458 1.00000 1.00000 0 0 0
 1414.00 00592 0012 141619 -4602628.88077 1.00000 1.00000 0 0 0
 1417.00 00593 0012 141496 -4602396.74129 1.00000 1.00000 0 0 0
 1419.00 00594 0011 141037 -4601220.11772 1.00000 1.00000 0 0 0
 1422.00 00595 0012 141243 -4601078.33738 1.00000 1.00000 0 0 0
 1424.00 00596 0013 141058 -4600430.04392 1.00000 1.00000 0 0 0
 1427.00 00597 0011 141283 -4601919.14369 1.00000 1.00000 0 0 0
 1429.00 00598 0012 141085 -4600621.33971 1.00000 1.00000 0 0 0
 1432.00 00599 0013 141230 -4600699.52077 1.00000 1.00000 0 0 0
 1434.00 00600 0014 140849 -4599848.91684 1.00000 1.00000 0 0 0
 1437.00 00601 0012 140714 -4599214.70830 1.00000 1.00000 0 0 0
 1440.00 00602 0012 141229 -4600923.92752 1.00000 1.00000 0 0 0
 1442.00 00603 0013 141333 -4602376.41551 1.00000 1.00000 0 0 0
 1445.00 00604 0011 141393 -4601984.72839 1.00000 1.00000 0 0 0
 1447.00 00605 0011 140851 -4599356.38291 1.00000 1.00000 0 0 0
 1449.00 00606 0014 141052 -4600076.49621 1.00000 1.00000 0 0 0
 1452.00 00607 0012 141204 -4600069.38256 1.00000 1.00000 0 0 0
 1454.00 00608 0013 140908 -4599347.29872 1.00000 1.00000 0 0 0
 1457.00 00609 0013 141421 -4602319.44909 1.00000 1.00000 0 0 0
 1460.00 00610 0014 141354 -4601617.26150 1.00000 1.00000 0 0 0
 1462.00 00611 0011 141281 -4600777.17445 1.00000 1.00000 0 0 0
 1465.00 00612 0011 141228 -4600605.21754 1.00000 1.00000 0 0 0
 1467.00 00613 0012 141102 -4600408.80834 1.00000 1.00000 0 0 0
 1469.00 00614 0012 140878 -4598247.14482 1.00000 1.00000 0 0 0
 1472.00 00615 0013 140791 -4599190.54182 1.00000 1.00000 0 0 0
 1475.00 00616 0011 140913 -4599855.61000 1.00000 1.00000 0 0 0
 1477.00 00617 0013 141154 -4599336.25483 1.00000 1.00000 0 0 0
 1479.00 00618 0013 140633 -4597755.58719 1.00000 1.00000 0 0 0
 1482.00 00619 0014 140923 -4599458.02769 1.00000 1.00000 0 0 0
 1485.00 00620 0014 141422 -4600747.24000 1.00000 1.00000 0 0 0
 1488.00 00621 0013 140930 -4597644.70000 1.00000 1.00000 0 0 0
 1490.00 00622 0011 141151 -4598493.46251 1.00000 1.00000 0 0 0
 1493.00 00623 0011 141082 -4598698.20287 1.00000 1.00000 0 0 0
 1495.00 00624 0012 141108 -4600035.90398 1.00000 1.00000 0 0 0
 1497.00 00625 0011 141270 -4600496.08651 1.00000 1.00000 0 0 0
 1500.00 00626 0012 141389 -4601326.64626 1.00000 1.00000 0 0 0
 1502.00 00627 0012 141475 -4602166.16565 1.00000 1.00000 0 0 0
 1505.00 00628 0013 141660 -4602242.11290 1.00000 1.00000 0 0 0
 1507.00 00629 0012 141092 -4600548.69049 1.00000 1.00000 0 0 0
 1510.00 00630 0013 141215 -4602125.50858 1.00000 1.00000 0 0 0
 1512.00 00631 0013 141447 -4600577.37424 1.00000 1.00000 0 0 0
 1515.00 00632 0013 141397 -4601581.67737 1.00000 1.00000 0 0 0
 1518.00 00633 0013 141203 -4602566.33255 1.00000 1.00000 0 0 0
 1520.00 00634 0012 141207 -4602480.11736 1.00000 1.00000 0 0 0
 1523.00 00635 0012 141028 -4600149.02977 1.00000 1.00000 0 0 0
 1525.00 00636 0011 141080 -4599566.09874 1.00000 1.00000 0 0 0
 1527.00 00637 0011 141243 -4600494.61287 1.00000 1.00000 0 0 0
 1530.00 00638 0011 141136 -4601049.32893 1.00000 1.00000 0 0 0
 1532.00 00639 0011 141211 -4601910.77840 1.00000 1.00000 0 0 0
 1534.00 00640 0012 141248 -4603243.12156 1.00000 1.00000 0 0 0
 1536.00 00641 0012 141017 -4599662.94070 1.00000 1.00000 0 0 0
 1539.00 00642 0013 141093 -4600065.60307 1.00000 1.00000 0 0 0
 1542.00 00643 0013 140948 -4598165.36339 1.00000 1.00000 0 0 0
 1544.00 00644 0013 141253 -4600472.74598 1.00000 1.00000 0 0 0
 1547.00 00645 0014 141094 -4598900.09530 1.00000 1.00000 0 0 0
 1549.00 00646 0013 141266 -4600863.24147 1.00000 1.00000 0 0 0
 1552.00 00647 0013 141312 -4601295.15434 1.00000 1.00000 0 0 0
 1555.00 00648 0013 141190 -4601021.23365 1.00000 1.00000 0 0 0
 1557.00 00649 0013 141037 -4600909.73480 1.00000 1.00000 0 0 0
 1560.00 00650 0013 141261 -4601812.64178 1.00000 1.00000 0 0 0
 1563.00 00651 0014 141501 -4601145.14904 1.00000 1.00000 0 0 0
 1565.00 00652 0013 141244 -4600471.46306 1.00000 1.00000 0 0 0
 1568.00 00653 0015 140778 -4599837.95486 1.00000 1.00000 0 0 0
 1571.00 00654 0015 140761 -4598625.51487 1.00000 1.00000 0 0 0
 1574.00 00655 0014 140842 -4599265.48635 1.00000 1.00000 0 0 0
 1576.00 00656 0013 140828 -4600496.57407 1.00000 1.00000 0 0 0
 1579.00 00657 0012 141272 -4601655.99607 1.00000 1.00000 0 0 0
 1581.00 00658 0014 141216 -4602048.53331 1.00000 1.00000 0 0 0
 1584.00 00659 0012 141370 -4602845.95439 1.00000 1.00000 0 0 0
 1586.00 00660 0012 140983 -4601326.54160 1.00000 1.00000 0 0 0
 1589.00 00661 0013 141155 -4601867.38769 1.00000 1.00000 0 0 0
 1591.00 00662 0014 141127 -4602149.05564 1.00000 1.00000 0 0 0
 1594.00 00663 0014 140936 -4600619.27209 1.00000 1.00000 0 0 0
 1596.00 00664 0012 140906 -4600420.51938 1.00000 1.00000 0 0 0
 1599.00 00665 0012 140927 -4600942.90754 1.00000 1.00000 0 0 0
 1601.00 00666 0012 140908 -4600813.26656 1.00000 1.00000 0 0 0
 1603.00 00667 0012 140981 -4602321.44263 1.00000 1.00000 0 0 0
 1606.00 00668 0012 141075 -4603080.58794 1.00000 1.00000 0 0 0
 1608.00 00669 0013 141148 -4602186.82588 1.00000 1.00000 0 0 0
 1611.00 00670 0012 141058 -4601852.13474 1.00000 1.00000 0 0 0
 1613.00 00671 0013 141189 -4603125.33474 1.00000 1.00000 0 0 0
 1616.00 00672 0015 141271 -4603304.72243 1.00000 1.00000 0 0 0
 1618.00 00673 0017 141223 -4601572.62529 1.00000 1.00000 0 0 0
 1621.00 00674 0018 140865 -4600110.54779 1.00000 1.00000 0 0 0
 1625.00 00675 0018 140638 -4601251.93568 1.00000 1.00000 0 0 0
 1628.00 00676 0018 140949 -4603111.20348 1.00000 1.00000 0 0 0
 1631.00 00677 0017 141264 -4604494.21139 1.00000 1.00000 0 0 0
 1634.00 00678 0015 140682 -4601953.59342 1.00000 1.00000 0 0 0
 1637.00 00679 0013 140392 -4599453.57385 1.00000 1.00000 0 0 0
 1640.00 00680 0015 140691 -4599834.92506 1.00000 1.00000 0 0 0
 1642.00 00681 0016 140739 -4600344.70042 1.00000 1.00000 0 0 0
 1645.00 00682 0016 140736 -4599312.60477 1.00000 1.00000 0 0 0
 1648.00 00683 0014 140793 -4599905.71371 1.00000 1.00000 0 0 0
 1651.00 00684 0015 140570 -4598879.87424 1.00000 1.00000 0 0 0
 1654.00 00685 0014 140722 -4599107.90417 1.00000 1.00000 0 0 0
 1656.00 00686 0013 140653 -4600185.94285 1.00000 1.00000 0 0 0
 1659.00 00687 0013 140687 -4599894.58189 1.00000 1.00000 0 0 0
 1662.00 00688 0015 140788 -4598321.54853 1.00000 1.00000 0 0 0
 1665.00 00689 0014 140545 -4597335.09067 1.00000 1.00000 0 0 0
 1668.00 00690 0015 140401 -4597998.01341 1.00000 1.00000 0 0 0
 1670.00 00691 0014 140814 -4599371.35490 1.00000 1.00000 0 0 0
 1673.00 00692 0015 140823 -4600026.09106 1.00000 1.00000 0 0 0
 1676.00 00693 0015 141058 -4600566.10020 1.00000 1.00000 0 0 0
 1679.00 00694 0015 140835 -4600390.71954 1.00000 1.00000 0 0 0
 1681.00 00695 0014 140741 -4599943.52720 1.00000 1.00000 0 0 0
 1684.00 00696 0015 141012 -4600323.73606 1.00000 1.00000 0 0 0
 1687.00 00697 0016 140928 -4601000.36149 1.00000 1.00000 0 0 0
 1690.00 00698 0015 140780 -4599302.86934 1.00000 1.00000 0 0 0
 1692.00 00699 0014 141177 -4601799.47449 1.00000 1.00000 0 0 0
 1695.00 00700 0014 140700 -4599826.40930 1.00000 1.00000 0 0 0
 1698.00 00701 0014 140837 -4600494.68129 1.00000 1.00000 0 0 0
 1700.00 00702 0015 141178 -4600430.76019 1.00000 1.00000 0 0 0
 1703.00 00703 0015 141051 -4601371.39196 1.00000 1.00000 0 0 0
 1706.00 00704 0013 140795 -4600509.26026 1.00000 1.00000 0 0 0
 1708.00 00705 0013 140768 -4600052.86960 1.00000 1.00000 0 0 0
 1711.00 00706 0013 140701 -4599567.36169 1.00000 1.00000 0 0 0
 1713.00 00707 0013 140611 -4598666.83688 1.00000 1.00000 0 0 0
 1716.00 00708 0014 141165 -4600710.83861 1.00000 1.00000 0 0 0
 1718.00 00709 0012 141029 -4599728.66611 1.00000 1.00000 0 0 0
 1720.00 00710 0012 141275 -4600251.20086 1.00000 1.00000 0 0 0
 1723.00 00711 0013 141018 -4599758.88464 1.00000 1.00000 0 0 0
 1726.00 00712 0013 141167 -4599147.97524 1.00000 1.00000 0 0 0
 1728.00 00713 0012 141337 -4598752.47666 1.00000 1.00000 0 0 0
 1730.00 00714 0011 140736 -4597847.27593 1.00000 1.00000 0 0 0
 1733.00 00715 0012 140696 -4597662.29762 1.00000 1.00000 0 0 0
 1735.00 00716 0012 141011 -4599252.35174 1.00000 1.00000 0 0 0
 1738.00 00717 0016 140584 -4597040.87448 1.00000 1.00000 0 0 0
 1741.00 00718 0018 141048 -4599211.33987 1.00000 1.00000 0 0 0
 1744.00 00719 0016 140891 -4597884.38377 1.00000 1.00000 0 0 0
 1747.00 00720 0014 141067 -4599387.20532 1.00000 1.00000 0 0 0
 1750.00 00721 0016 141124 -4599648.05754 1.00000 1.00000 0 0 0
 1753.00 00722 0016 141239 -4599327.00486 1.00000 1.00000 0 0 0
 1756.00 00723 0014 141094 -4599434.17206 1.00000 1.00000 0 0 0
 1758.00 00724 0015 141118 -4599806.54898 1.00000 1.00000 0 0 0
 1761.00 00725 0013 141182 -4599602.91801 1.00000 1.00000 0 0 0
